evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.9754085770525579,1,,153,100
1,6,39,839,9.91247765595283e-06,0,,151,100
2,11,71,871,0.0001677853617627854,0,,152,100
3,17,99,899,0.00022894257049976754,0,,152,100
4,22,148,948,0.0033647730523068634,1,,155,100
5,27,172,972,0.00021270978034647648,0,,155,100
6,34,233,1033,0.013961878225276758,1,,156,100
7,39,262,1062,0.000191209178278117,0,,147,100
8,44,307,1107,0.9465791133031577,1,,139,100
9,49,335,1135,0.00010661959753589997,0,,132,100
10,55,365,1165,0.007804216154568246,1,,126,100
11,61,397,1197,0.00458284019358174,1,,119,100
12,66,435,1235,0.9448018103402611,1,,111,100
13,71,466,1266,8.147391512517443e-05,0,,106,100
14,77,507,1307,0.0009150432730888101,0,,100,100
