evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.002790593796658445,1,,150,100
1,7,44,844,1.0645824215732072e-07,0,,152,100
2,12,81,881,0.09323471371751244,1,,151,100
3,25,175,975,3.5856012826361436e-06,0,,153,100
4,32,226,1026,0.00011204990723066398,0,,156,100
5,39,268,1068,1.717423993902672e-05,0,,156,100
6,48,336,1136,1.459372166779385e-07,0,,157,100
7,53,376,1176,9.430844681464472e-07,0,,162,100
8,58,408,1208,2.6092220045744928e-08,0,,164,100
9,65,469,1269,6.828167562307245e-08,0,,165,100
10,70,507,1307,1.0571852162889987e-05,0,,165,100
11,83,590,1390,5.898575992680624e-06,0,,167,100
12,89,620,1420,3.982827414989723e-06,0,,167,100
13,95,670,1470,0.0007574454546287079,0,,163,100
14,100,711,1511,0.000423915759274504,0,,156,100
15,105,739,1539,1.2557121645989594e-05,0,,151,100
16,111,782,1582,3.626095742335177e-08,0,,142,100
17,118,832,1632,1.652359162176554e-07,0,,132,100
18,126,878,1678,1.311311109453336e-05,0,,121,100
19,132,923,1723,2.6207459449095445e-10,0,,116,100
20,137,953,1753,2.214291982737536e-08,0,,106,100
