evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.9867986093393256,1,,153,100
1,6,39,839,0.8959600346357811,1,,151,100
2,11,71,871,0.9519303450799732,1,,152,100
3,17,99,899,0.9616559525236279,1,,152,100
4,22,148,948,0.9919543642308402,1,,155,100
5,27,172,972,0.9238202660608212,1,,155,100
6,34,233,1033,0.9845733677669019,1,,156,100
7,39,262,1062,0.9510233531725519,1,,147,100
8,44,307,1107,0.9299690663522598,1,,139,100
9,49,335,1135,0.9881485133874628,1,,132,100
10,55,365,1165,0.9731010520799959,1,,126,100
11,61,397,1197,0.9522466267926099,1,,119,100
12,66,435,1235,0.9078977356247436,1,,111,100
13,71,466,1266,0.9208408784085818,1,,106,100
14,77,507,1307,0.7322499843335716,1,,100,100
